word,list_count
transpire,3
transplant,1
transport,1
transpose,1
transposition,1
transverse,1
trappings,2
traumatic,2
travail,6
traverse,3
travesty,8
treacherous,5
treachery,1
treacle,1
treacly,1
tread,2
treasonable,1
treasure,1
treasurer,1
treatise,4
treaty,1
treble,1
trebly,1
trek,2
tremendous,1
tremor,3
tremulous,3
trenchant,10
trencherman,1
trepidation,5
trespass,1
trestle,1
triad,1
tribulation,4
tribunal,3
tribune,2
tribute,3
trickery,1
trickle,2
trickster,1
tricolor,1
tricycle,1
trident,3
triennial,1
trifle,1
trifling,3
trigger,1
trilogy,2
trim,1
trimness,1
trinity,1
trinket,1
trio,1
triple,1
triplet,1
triplicate,1
triplicity,1
tripod,1
trisect,1
trite,9
triumvir,1
triumvirate,1
trivia,1
trivial,4
troglodyte,1
trope,1
trophy,1
troth,3
troublesome,1
trough,1
troupe,1
truant,1
truce,1
truckle,1
truculence,6
truculent,7
trudge,1
truism,3
trumpery,1
trumpet,1
truncate,5
truncated,1
trunk,1
truss,1
truthful,1
tryst,2
tugboat,1
tumbrel,1
tumid,2
tumult,4
tumultuous,1
tundra,2
turbid,5
turbulence,2
turbulent,2
tureen,3
turgid,10
turmoil,2
turncoat,2
turnkey,1
turpitude,9
turquoise,1
turret,1
tutelage,4
tutelar,1
tutelary,2
tutorship,1
twig,1
twinge,1
tycoon,1
typhoon,1
typical,1
typify,1
typo,1
typographical,1
typography,1
tyrannical,1
tyranny,2
tyro,9
ubiquitious,1
ubiquitous,7
ukase,1
ulcer,1
ulterior,5
ultimate,3
ultimatum,3
ultramontane,1
ultramundane,1
umbrage,8
unaccountable,2
unadorned,1
unaffected,2
unalloyed,1
unanimity,4
unanimous,1
unassailable,4
unassuaged,1
unassuming,3
unassured,1
unavoidable,1
unbearable,1
unbecoming,1
unbelief,1
unbiased,1
unbridled,3
uncanny,5
unceremonious,1
uncommon,1
uncompromising,2
unconscionable,7
unconscious,1
uncouch,1
uncouth,3
unction,4
unctuous,5
undeceive,1
undercharge,1
undercut,1
underdog,1
underexposed,1
undergarment,1
undergird,1
underhand,1
underhanded,1
underlie,1
underling,1
underlying,1
underman,1
undermine,8
underrate,1
underscore,7
undersell,1
undersized,1
understate,3
understated,2
understudy,1
undertake,1
undertaker,1
undertaking,1
undervalue,1
underworld,1
underwrite,3
undue,1
undulate,2
undulating,1
undulous,1
unearth,3
unearthly,2
unequivocal,5
unerringly,1
unexceptionable,3
unfaltering,3
unfavorable,1
unfeigned,2
unfetter,1
unfettered,1
unflappable,3
unfledged,1
unforthcoming,2
unfrock,1
ungainly,5
unguent,3
unicellular,1
uniformity,1
unify,1
unilateral,2
unimpeachable,6
uninhibited,1
unintimating,1
unique,3
unison,3
unisonant,1
unitarian,1
univalence,1
universal,2
unkempt,3
unlawful,1
unlettered,1
unlimited,1
unmitigated,3
unnatural,1
unnecessary,1
unnerve,2
unobtrusive,1
unprecedented,5
unprepossessing,3
unpretentious,1
unproductive,1
unpropitious,2
unravel,1
unregenerate,1
unremitting,1
unrequited,2
unruly,5
unsavory,1
unscathed,1
unscrupulous,3
unseemly,7
unsettle,1
unsightly,1
unsophisticated,1
unsparing,1
unspeakable,1
unstinting,2
unsullied,2
untempered,1
untenable,7
untimely,1
untold,1
untoward,7
untrammeled,2
unutterable,1
unviable,2
unwarranted,1
unwieldy,2
unwise,1
unwitting,3
unwonted,4
unyoke,1
up-keep,1
upbraid,10
upcast,1
upheaval,1
upheave,1
uphold,1
uppermost,1
upright,1
uproar,1
uproarious,2
uproot,1
upshot,2
upturn,1
urban,1
urbane,7
urbanity,1
urchin,2
urge,1
urgency,1
urgent,1
ursine,2
usage,2
usufruct,1
usurious,1
usurp,4
usurpation,1
usury,6
utilitarian,1
utilitarianism,1
utility,1
utmost,1
utopia,2
utter,2
utterly,1
uxorious,2
vacate,2
vaccinate,2
vacillate,11
vacillation,1
vacuous,6
vacuum,1
vagabond,1
vagary,3
vagrant,1
vague,1
vain,1
vainglorious,2
vainglory,1
valance,1
vale,1
valediction,2
valedictorian,1
valedictory,2
valetudinarian,1
valiant,1
valid,2
validate,1
valor,1
valorous,1
vampire,1
vanguard,2
vanquish,4
vantage,1
vapid,5
vaporize,1
vaporizer,1
variable,1
variance,4
variant,1
variation,1
variegate,1
variegated,2
variegation,1
varnish,1
vassal,3
vat,1
vaudeville,1
vault,1
vaunt,2
vaunted,2
veer,2
vegetal,1
vegetarian,1
vegetate,2
vegetation,1
vegetative,1
vehement,5
vellum,1
velocity,1
velvety,1
venal,4
venality,3
vendetta,1
vendible,1
vendition,1
vendor,2
veneer,5
venerable,3
venerate,10
venerated,1
venereal,1
venial,6
venison,1
venom,2
venous,1
vent,1
ventral,1
venture,1
venturous,1
veracious,7
veracity,7
verbatim,3
verbiage,2
verbose,8
verdant,5
verdigris,1
verification,1
verify,2
verily,1
verisimilar,2
verisimilitude,4
veritable,6
verity,2
vermicular,1
vermin,1
vernacular,2
vernal,3
versatile,4
verse,1
version,1
vertex,2
vertical,1
vertiginous,1
vertigo,3
verve,2
vessel,1
vestige,6
vestigial,1
vestment,2
veteran,1
veto,2
vex,3
vexation,4
via,1
viable,6
viand,1
vicarious,5
viceroy,1
vicious,1
vicissitude,7
victimize,1
victuals,1
vie,4
vigilance,2
vigilant,5
vignette,2
vigor,1
vigorous,1
vilify,6
vim,3
vincible,1
vindicate,5
vindicative,1
vindicatory,1
vindictive,4
vinery,1
vintage,1
vintner,1
viol,1
viola,1
violation,1
violator,1
violoncello,1
viper,1
virago,4
virile,2
virtu,1
virtual,2
virtuoso,5
virtuous,1
virulence,1
virulent,5
virus,1
visage,3
viscid,3
viscount,1
viscous,6
visionary,3
vista,1
visual,1
visualize,1
vitality,4
vitalize,1
vitiate,6
vitreous,1
vitrify,1
vitriol,3
vitriolic,5
vituperable,1
vituperate,6
vituperative,1
vivacious,3
vivacity,1
vivify,1
vivisection,2
vocable,1
vocative,1
vociferance,1
vociferate,1
vociferous,9
vogue,2
volant,1
volatile,8
volition,3
volitive,1
volubility,2
voluble,7
voluminous,1
voluptuous,2
voracious,6
vortex,1
votary,3
votive,1
vouch,1
vouchsafe,1
vulgar,1
vulgarity,1
vulnerable,2
waddle,1
wade,1
waffle,4
waft,3
wag,2
wage,1
waggish,2
waif,2
waistcoat,1
waive,4
wake,1
wallow,1
wampum,1
wan,4
wander,1
wanderlust,2
wane,7
wangle,1
want,1
wanting,2
wanton,7
wantonness,1
warble,2
ward,1
wardrobe,1
warlike,1
warmonger,1
warp,2
warrant,3
warranted,3
warranty,2
warren,1
wary,6
wastrel,3
watershed,1
wavelet,1
waver,3
wax,5
way,1
waylay,3
wayward,1
weak-kneed,1
weal,1
wean,2
wearisome,1
weary,2
weather,2
wee,1
weigh,1
weird,1
welkin,1
well-bred,2
well-doer,1
well-to-do,1
welt,2
welter,5
wheedle,5
whelp,1
whereabouts,1
whereas,1
whereupon,1
wherever,1
wherewith,1
whet,6
whiff,2
whim,1
whimsical,12
whimsy,1
whine,2
whinny,1
whit,2
whitewash,1
whittle,2
wholesome,2
wholly,1
whorl,3
wickedness,1
wield,1
wiggle,1
wile,1
willful,2
willowy,1
wilt,1
wily,5
wince,2
windbag,1
windfall,1
windy,1
winnow,2
winsome,7
wintry,1
wiry,1
wisp,1
wispy,1
wistful,3
wit,1
witchcraft,1
withdraw,1
withdrawn,1
wither,2
withhold,2
withstand,1
witless,3
witling,1
witticism,3
wittingly,1
wizardry,2
wizen,2
wizen-faced,1
wizened,5
wobble,1
woe,1
woeful,2
wont,3
working-man,1
workmanlike,1
workmanship,1
worldly,3
worship,1
wraith,3
wrangle,3
wrangler,1
wrath,1
wreak,4
wrench,1
wrest,3
wretch,1
wretched,1
wretchedness,1
wring,1
wrinkle,1
writ,1
writhe,2
writing,1
wrongheaded,1
wry,4
xenophobe,1
xenophobia,3
xenophobic,1
yearling,1
yen,1
yeoman,3
yield,4
yoke,4
yokel,3
yore,2
zany,2
zeal,5
zealot,6
zealous,4
zeitgeist,3
zenith,10
zephyr,5
zest,2
zesty,1
zodiac,1
